left_out_item_id,accuracy_change,G,C,D
sample_613,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_623,0.1262626262626263,0.12878787878787884,0.06320861678004541,0.12121212121212122
sample_635,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_638,0.14141414141414144,0.1338383838383838,0.0588280766852195,0.1111111111111111
sample_648,0.12121212121212133,0.12373737373737376,0.060786435786435805,0.1111111111111111
sample_651,0.1262626262626263,0.12878787878787884,0.06320861678004541,0.12121212121212122
sample_664,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_668,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_679,0.12121212121212133,0.12373737373737376,0.060786435786435805,0.1111111111111111
sample_682,0.12121212121212133,0.12373737373737376,0.060786435786435805,0.1111111111111111
sample_686,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_693,0.1262626262626263,0.12878787878787884,0.06320861678004541,0.12121212121212122
sample_695,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_699,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_705,0.1262626262626263,0.12878787878787884,0.06320861678004541,0.12121212121212122
sample_727,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_75,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_750,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_756,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_766,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_769,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_770,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_772,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_775,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_792,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_799,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_84,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_86,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
sample_92,0.13131313131313138,0.1338383838383838,0.0642908678622964,0.12121212121212122
sample_99,0.13131313131313138,0.13383838383838387,0.06563079777365496,0.12121212121212122
