item_id,condition,G,C,D,rescue,damage
sample_272,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_279,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_287,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.0016414141414141416,0.0,0.005,0.0
sample_302,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_306,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_311,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_351,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_352,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_359,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_370,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_374,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_391,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_397,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_399,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_4,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_40,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_403,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_404,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_406,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_41,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_410,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_414,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_415,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_417,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_422,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_432,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_442,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_448,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_452,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_477,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_485,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_489,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_491,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_492,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_494,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_520,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_529,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_536,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.0016414141414141416,0.0,0.005,0.0
sample_538,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_543,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_560,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_564,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_571,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_575,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_584,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_603,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_61,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_613,TEXTUAL_CAREFUL_REFERENCE,0.005,0.0017171717171717174,0.0,0.005,0.0
sample_623,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_635,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_638,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.01,0.0,0.01
sample_648,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_651,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_664,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_668,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_679,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_682,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_686,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_693,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_695,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_699,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_705,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_727,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_75,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_750,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_756,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_766,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_769,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_770,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_772,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_775,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_792,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_799,TEXTUAL_CAREFUL_REFERENCE,0.0,-0.003333333333333333,0.0,0.0,0.0
sample_84,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_86,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_92,TEXTUAL_CAREFUL_REFERENCE,0.0,0.0,0.0,0.0,0.0
sample_99,TEXTUAL_CAREFUL_REFERENCE,0.01,0.006767676767676768,0.01,0.01,0.0
sample_104,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_12,MEANINGFUL_L27_D75,-0.0025,-0.003156565656565657,0.0,0.0025,0.0025
sample_122,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_124,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_133,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_14,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_147,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_156,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_166,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_18,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_189,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_190,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_193,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_195,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_202,MEANINGFUL_L27_D75,0.0,-0.0006313131313131315,0.0,0.005,0.0
sample_210,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_224,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_234,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_241,MEANINGFUL_L27_D75,0.0,0.0,0.01,0.0,0.01
sample_249,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_253,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_257,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_262,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_272,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_279,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_287,MEANINGFUL_L27_D75,0.0,-0.0006313131313131315,0.0,0.005,0.0
sample_302,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_306,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_311,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_351,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_352,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_359,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_370,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_374,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_391,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_397,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_399,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_4,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_40,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_403,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_404,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_406,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_41,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_410,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_414,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_415,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_417,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_422,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_432,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_442,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_448,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_452,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_477,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_485,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_489,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_491,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_492,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_494,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_520,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_529,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_536,MEANINGFUL_L27_D75,0.0,-0.0006313131313131315,0.0,0.005,0.0
sample_538,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_543,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_560,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_564,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_571,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_575,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_584,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_603,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_61,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_613,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_623,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_635,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_638,MEANINGFUL_L27_D75,0.0,0.0,0.01,0.0,0.01
sample_648,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_651,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_664,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_668,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_679,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_682,MEANINGFUL_L27_D75,0.01,0.008787878787878789,0.01,0.01,0.0
sample_686,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_693,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_695,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_699,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_705,MEANINGFUL_L27_D75,0.005,0.003737373737373737,0.0,0.005,0.0
sample_727,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_75,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_750,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_756,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_766,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_769,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_770,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_772,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_775,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_792,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_799,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_84,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_86,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_92,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
sample_99,MEANINGFUL_L27_D75,0.0,-0.001313131313131313,0.0,0.0,0.0
sample_104,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_12,RANDOM_L27_D75_R0,-0.0025,-0.0025252525252525255,0.0,0.0025,0.0025
sample_122,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_124,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_133,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_14,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_147,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_156,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_166,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_18,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_189,RANDOM_L27_D75_R0,0.005,0.005,0.0,0.005,0.0
sample_190,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_193,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_195,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_202,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.005,0.0
sample_210,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_224,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_234,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_241,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_249,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_253,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_257,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_262,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_272,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_279,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_287,RANDOM_L27_D75_R0,-0.005,-0.005050505050505052,0.0,0.0,0.005
sample_302,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_306,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_311,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_351,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_352,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_359,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_370,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_374,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_391,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_397,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_399,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_4,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_40,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_403,RANDOM_L27_D75_R0,0.005,0.005,0.0,0.005,0.0
sample_404,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_406,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_41,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_410,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_414,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_415,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_417,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_422,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_432,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_442,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_448,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_452,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_477,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.005
sample_485,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_489,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_491,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_492,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_494,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_520,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_529,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_536,RANDOM_L27_D75_R0,-0.005,-0.005050505050505052,0.0,0.0,0.005
sample_538,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_543,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_560,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_564,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_571,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_575,RANDOM_L27_D75_R0,0.01,0.010050505050505051,0.01,0.01,0.0
sample_584,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_603,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_61,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_613,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_623,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_635,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_638,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_648,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_651,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_664,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_668,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_679,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_682,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_686,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_693,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_695,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_699,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_705,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_727,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_75,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_750,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_756,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.005
sample_766,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_769,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_770,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_772,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_775,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_792,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_799,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_84,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_86,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_92,RANDOM_L27_D75_R0,0.0,0.0,0.0,0.0,0.0
sample_99,RANDOM_L27_D75_R0,0.0,-5.050505050505083e-05,0.0,0.0,0.0
sample_104,RANDOM_L27_D75_R1,0.0,0.0,0.0,0.0,0.0
sample_12,RANDOM_L27_D75_R1,-0.0025,-0.0024494949494949497,-0.01,0.0025,0.0025
sample_122,RANDOM_L27_D75_R1,0.0,0.0,0.0,0.0,0.0
sample_124,RANDOM_L27_D75_R1,0.0,0.0,0.0,0.0,0.0
sample_133,RANDOM_L27_D75_R1,0.0,0.00010101010101010079,0.0,0.0,0.0
