candidate_count,p_safe,candidate_algebraic_probability,reserve_probability,independence_product_estimate,frechet_lower_bound,frechet_upper_bound,assumption
40,0.8,0.99631,0.9999999999999916,0.9963099999999916,0.9963099999999916,0.99631,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
40,0.85,0.99631,1.0,0.99631,0.99631,0.99631,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
40,0.9,0.99631,1.0,0.99631,0.99631,0.99631,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.6,0.99622,0.9999999940137969,0.9962199940364248,0.996219994013797,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.65,0.99622,0.9999999999347658,0.9962199999350124,0.9962199999347658,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.7,0.99622,0.9999999999996969,0.996219999999698,0.9962199999996968,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.75,0.99622,0.9999999999999996,0.9962199999999996,0.9962199999999997,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.775,0.99622,1.0,0.99622,0.9962200000000001,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.8,0.99622,1.0,0.99622,0.9962200000000001,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.85,0.99622,0.9999999999999999,0.9962199999999999,0.9962199999999999,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
48,0.9,0.99622,1.0,0.99622,0.9962200000000001,0.99622,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.6,0.99443,0.9999999999827609,0.994429999982857,0.9944299999827608,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.65,0.99443,0.999999999999935,0.9944299999999354,0.9944299999999351,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.7,0.99443,0.9999999999999999,0.9944299999999999,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.75,0.99443,1.0,0.99443,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.775,0.99443,1.0,0.99443,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.8,0.99443,1.0,0.99443,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.85,0.99443,1.0,0.99443,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
56,0.9,0.99443,1.0,0.99443,0.9944299999999999,0.99443,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.6,0.99292,0.9999999999999598,0.9929199999999602,0.9929199999999598,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.65,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.7,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.75,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.775,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.8,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.85,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
64,0.9,0.99292,1.0,0.99292,0.99292,0.99292,product assumes independence; Frechet bounds require no algebraic-safety dependence assumption
