item_id,condition,G,C,D,rescue,damage
gate10_charcount_018,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_019,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_020,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_021,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_022,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_023,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_024,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_025,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_026,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_027,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_028,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_029,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_030,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_031,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_032,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_033,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.00028894472361809054,0.0,0.0,0.0
gate10_charcount_034,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_035,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_036,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_037,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_038,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_039,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_040,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_041,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_042,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_043,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_044,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_045,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_046,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_047,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_048,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_049,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_050,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_051,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_052,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,-0.005,0.00125,0.00125
gate10_charcount_053,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_054,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.0025,-0.002361809045226131,0.0,0.0,0.0025
gate10_charcount_055,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_056,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_057,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_058,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_059,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_060,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_061,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_062,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_063,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_064,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_065,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_066,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_067,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_068,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_069,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_070,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_071,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_072,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_073,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_074,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_075,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_076,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_077,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_078,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_079,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_080,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_081,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,-0.005,0.00125,0.00125
gate10_charcount_082,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_083,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_084,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,0.0,0.00125,0.00125
gate10_charcount_085,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_086,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_087,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_088,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_089,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_090,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_091,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_092,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_093,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_094,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_095,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_096,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_097,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_098,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_099,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_100,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_101,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_102,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_103,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_104,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_105,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_106,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_107,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_108,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_109,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_110,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_111,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_112,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_113,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,-0.005,0.00125,0.00125
gate10_charcount_114,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_115,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_116,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_117,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_118,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_119,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_120,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_121,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_122,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_123,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_124,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_125,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_126,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_127,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_128,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_129,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_130,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_131,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_132,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_133,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_134,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_135,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_136,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_137,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_138,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_139,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0025,0.0028015075376884423,0.0,0.0025,0.0
gate10_charcount_140,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_141,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_142,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_143,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_144,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_145,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_146,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_147,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_148,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_149,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_150,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_151,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_152,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_153,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_154,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,-0.005,0.00125,0.00125
gate10_charcount_155,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_156,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_157,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.00028894472361809054,0.0,0.0,0.0
gate10_charcount_158,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_159,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_160,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_161,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_162,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_163,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_164,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_165,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_166,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_167,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_168,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.005,0.0,0.005
gate10_charcount_169,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.0025,-0.002361809045226131,0.0,0.0,0.0025
gate10_charcount_170,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_171,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_172,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_173,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.0025,-0.002361809045226131,0.0,0.0,0.0025
gate10_charcount_174,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_175,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_176,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_177,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_178,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_179,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_180,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_181,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_182,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_183,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,0.0,0.00125,0.00125
gate10_charcount_184,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_185,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_186,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_187,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_188,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,0.0,0.00125,0.00125
gate10_charcount_189,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_190,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0001507537688442211,0.0,0.0025,0.0
gate10_charcount_191,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_192,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_193,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_194,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,-0.00125,-0.0011055276381909548,-0.005,0.00125,0.00125
gate10_charcount_195,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_196,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_197,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0
gate10_charcount_198,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.005,0.005314070351758794,0.005,0.005,0.0
gate10_charcount_199,TEXTUAL_CAREFUL_CHARCOUNT_REFERENCE,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_000,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_001,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_002,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_003,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_004,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_005,MEANINGFUL_L27_D75,0.0,7.537688442211057e-05,0.0,0.0025,0.0
gate10_charcount_006,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_007,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_008,MEANINGFUL_L27_D75,0.0,7.537688442211057e-05,0.0,0.0025,0.0
gate10_charcount_009,MEANINGFUL_L27_D75,-0.00125,-0.0011809045226130654,-0.005,0.00125,0.00125
gate10_charcount_010,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_011,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_012,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_013,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_014,MEANINGFUL_L27_D75,-0.00125,-0.0011809045226130654,-0.005,0.00125,0.00125
gate10_charcount_015,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_016,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_017,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_018,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_019,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_020,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_021,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_022,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_023,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0025
gate10_charcount_024,MEANINGFUL_L27_D75,0.0,7.537688442211057e-05,0.0,0.0025,0.0
gate10_charcount_025,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_026,MEANINGFUL_L27_D75,0.0,0.0,0.0,0.0,0.0
gate10_charcount_027,MEANINGFUL_L27_D75,0.0,7.537688442211057e-05,0.0,0.0025,0.0
