left_out_item_id,accuracy_change,G,C,D,G_norm
gate10_charcount_085,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_086,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_087,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_088,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_089,-0.03266331658291455,-0.021356783919597992,-0.016858281305517486,-0.03015075376884422,-0.53125
gate10_charcount_090,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_091,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_092,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_093,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_094,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_095,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_096,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_097,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_098,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_099,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_100,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_101,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_102,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_103,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_104,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_105,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_106,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_107,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_108,-0.027638190954773822,-0.015075376884422106,-0.011154256129130496,-0.020100502512562814,-0.3333333333333332
gate10_charcount_109,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_110,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_111,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_112,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_113,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_114,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_115,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_116,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_117,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_118,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_119,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_120,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_121,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_122,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_123,-0.027638190954773934,-0.016331658291457288,-0.012480330947667637,-0.02512562814070352,-0.40625
gate10_charcount_124,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_125,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_126,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_127,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_128,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_129,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_130,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_131,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_132,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_133,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_134,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_135,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_136,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_137,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_138,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_139,-0.027638190954773934,-0.016331658291457288,-0.012480330947667637,-0.02512562814070352,-0.40625
gate10_charcount_140,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_141,-0.027638190954773822,-0.015075376884422106,-0.011154256129130496,-0.020100502512562814,-0.3333333333333332
gate10_charcount_142,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_143,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_144,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_145,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_146,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_147,-0.027638190954773822,-0.015075376884422106,-0.011154256129130496,-0.020100502512562814,-0.3333333333333332
gate10_charcount_148,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_149,-0.027638190954773934,-0.016331658291457288,-0.012480330947667637,-0.02512562814070352,-0.40625
gate10_charcount_150,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_151,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_152,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_153,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_154,-0.027638190954773822,-0.015075376884422106,-0.011154256129130496,-0.02512562814070352,-0.3333333333333332
gate10_charcount_155,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_156,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_157,-0.027638190954773934,-0.016331658291457288,-0.012480330947667637,-0.02512562814070352,-0.40625
gate10_charcount_158,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_159,-0.03266331658291455,-0.021356783919597992,-0.016858281305517486,-0.03015075376884422,-0.53125
gate10_charcount_160,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_161,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_162,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_163,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_164,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_165,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_166,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_167,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_168,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_169,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_170,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_171,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_172,-0.03266331658291455,-0.021356783919597992,-0.016858281305517486,-0.03015075376884422,-0.53125
gate10_charcount_173,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_174,-0.027638190954773822,-0.015075376884422106,-0.011154256129130496,-0.020100502512562814,-0.3333333333333332
gate10_charcount_175,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_176,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_177,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_178,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_179,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_180,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_181,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_182,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_183,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_184,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_185,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_186,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_187,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_188,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_189,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_190,-0.03015075376884413,-0.016331658291457288,-0.01207426018983808,-0.02512562814070352,-0.3611111111111111
gate10_charcount_191,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_192,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_193,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_194,-0.025125628140703515,-0.013819095477386932,-0.01023425206842292,-0.02512562814070352,-0.30555555555555547
gate10_charcount_195,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_196,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
gate10_charcount_197,-0.025125628140703515,-0.016331658291457288,-0.012689711182173494,-0.02512562814070352,-0.3611111111111111
gate10_charcount_198,-0.03015075376884424,-0.018844221105527637,-0.01466930612659256,-0.02512562814070352,-0.46874999999999994
gate10_charcount_199,-0.027638190954773822,-0.016331658291457288,-0.012340744124663721,-0.02512562814070352,-0.3611111111111111
