left_out_item_id,accuracy_change,G,C,D
sample_579,0.13636363636363624,0.16666666666666663,0.09137291280148419,0.1414141414141414
sample_583,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_599,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_600,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_610,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_614,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_628,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_631,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_664,0.14141414141414144,0.16666666666666663,0.08851267779839206,0.13131313131313133
sample_667,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_672,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_673,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_675,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_676,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_682,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_686,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_70,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_703,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_704,0.1262626262626263,0.16666666666666663,0.09771181199752624,0.1414141414141414
sample_710,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_718,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_72,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_720,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_732,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_736,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_752,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_766,0.1262626262626263,0.16666666666666663,0.09771181199752624,0.1414141414141414
sample_767,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.1414141414141414
sample_768,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_786,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_790,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_798,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_8,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_81,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_87,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_90,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_96,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
