scope,condition,metric,primary,audit,absolute_difference,match
stage_a,L17,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L18,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L18,commitment_validity,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L18,semantic_evaluability,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L18,Q,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L19,accuracy,0.75,0.75,0.0,True
stage_a,L19,commitment_validity,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L19,semantic_evaluability,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L19,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L20,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L20,commitment_validity,0.75,0.75,0.0,True
stage_a,L20,semantic_evaluability,0.75,0.75,0.0,True
stage_a,L20,Q,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L21,accuracy,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L21,commitment_validity,1.0,1.0,0.0,True
stage_a,L21,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L21,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L22,accuracy,0.75,0.75,0.0,True
stage_a,L22,commitment_validity,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L22,semantic_evaluability,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L22,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L23,accuracy,0.75,0.75,0.0,True
stage_a,L23,commitment_validity,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L23,semantic_evaluability,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L23,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L24,accuracy,0.75,0.75,0.0,True
stage_a,L24,commitment_validity,1.0,1.0,0.0,True
stage_a,L24,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L24,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L25,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L25,commitment_validity,1.0,1.0,0.0,True
stage_a,L25,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L25,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L26,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L26,commitment_validity,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L26,semantic_evaluability,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L26,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L27,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L27,commitment_validity,1.0,1.0,0.0,True
stage_a,L27,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L27,Q,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L28,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L28,commitment_validity,1.0,1.0,0.0,True
stage_a,L28,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L28,Q,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L29,accuracy,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L29,commitment_validity,1.0,1.0,0.0,True
stage_a,L29,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L29,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L30,accuracy,0.8333333333333334,0.8333333333333334,0.0,True
stage_a,L30,commitment_validity,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L30,semantic_evaluability,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L30,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L31,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L31,commitment_validity,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L31,semantic_evaluability,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L31,Q,0.5,0.5,0.0,True
stage_a,L32,accuracy,0.75,0.75,0.0,True
stage_a,L32,commitment_validity,1.0,1.0,0.0,True
stage_a,L32,semantic_evaluability,1.0,1.0,0.0,True
stage_a,L32,Q,0.5833333333333334,0.5833333333333334,0.0,True
stage_a,L33,accuracy,0.6666666666666666,0.6666666666666666,0.0,True
stage_a,L33,commitment_validity,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L33,semantic_evaluability,0.9166666666666666,0.9166666666666666,0.0,True
stage_a,L33,Q,0.6666666666666666,0.6666666666666666,0.0,True
stage_b,SELECTED,layer_dose,"{""dose"": ""D25"", ""layer"": 27}","{""dose"": ""D25"", ""layer"": 27}",0.0,True
stage_b,L16_D25,accuracy,0.7142857142857143,0.7142857142857143,0.0,True
stage_b,L16_D25,commitment_validity,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L16_D25,semantic_evaluability,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L16_D25,Q,0.17857142857142858,0.17857142857142858,0.0,True
stage_b,L16_D25,null_mean_Q,0.10714285714285714,0.10714285714285714,0.0,True
stage_b,L16_D25,null_max_Q,0.10714285714285714,0.10714285714285714,0.0,True
stage_b,L16_D50,accuracy,0.6785714285714286,0.6785714285714286,0.0,True
stage_b,L16_D50,commitment_validity,1.0,1.0,0.0,True
stage_b,L16_D50,semantic_evaluability,1.0,1.0,0.0,True
stage_b,L16_D50,Q,0.2857142857142857,0.2857142857142857,0.0,True
stage_b,L16_D50,null_mean_Q,0.14285714285714285,0.14285714285714285,0.0,True
stage_b,L16_D50,null_max_Q,0.14285714285714285,0.14285714285714285,0.0,True
stage_b,L16_D75,accuracy,0.75,0.75,0.0,True
stage_b,L16_D75,commitment_validity,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L16_D75,semantic_evaluability,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L16_D75,Q,0.39285714285714285,0.39285714285714285,0.0,True
stage_b,L16_D75,null_mean_Q,0.1607142857142857,0.1607142857142857,0.0,True
stage_b,L16_D75,null_max_Q,0.17857142857142858,0.17857142857142858,0.0,True
stage_b,L16_D100,accuracy,0.75,0.75,0.0,True
stage_b,L16_D100,commitment_validity,0.8928571428571429,0.8928571428571429,0.0,True
stage_b,L16_D100,semantic_evaluability,0.8928571428571429,0.8928571428571429,0.0,True
stage_b,L16_D100,Q,0.39285714285714285,0.39285714285714285,0.0,True
stage_b,L16_D100,null_mean_Q,0.21428571428571427,0.21428571428571427,0.0,True
stage_b,L16_D100,null_max_Q,0.2857142857142857,0.2857142857142857,0.0,True
stage_b,L18_D25,accuracy,0.75,0.75,0.0,True
stage_b,L18_D25,commitment_validity,1.0,1.0,0.0,True
stage_b,L18_D25,semantic_evaluability,1.0,1.0,0.0,True
stage_b,L18_D25,Q,0.32142857142857145,0.32142857142857145,0.0,True
stage_b,L18_D25,null_mean_Q,0.10714285714285714,0.10714285714285714,0.0,True
stage_b,L18_D25,null_max_Q,0.14285714285714285,0.14285714285714285,0.0,True
stage_b,L18_D50,accuracy,0.8571428571428571,0.8571428571428571,0.0,True
stage_b,L18_D50,commitment_validity,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L18_D50,semantic_evaluability,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L18_D50,Q,0.39285714285714285,0.39285714285714285,0.0,True
stage_b,L18_D50,null_mean_Q,0.19642857142857142,0.19642857142857142,0.0,True
stage_b,L18_D50,null_max_Q,0.21428571428571427,0.21428571428571427,0.0,True
stage_b,L18_D75,accuracy,0.6785714285714286,0.6785714285714286,0.0,True
stage_b,L18_D75,commitment_validity,0.8571428571428571,0.8571428571428571,0.0,True
stage_b,L18_D75,semantic_evaluability,0.8571428571428571,0.8571428571428571,0.0,True
stage_b,L18_D75,Q,0.5,0.5,0.0,True
stage_b,L18_D75,null_mean_Q,0.375,0.375,0.0,True
stage_b,L18_D75,null_max_Q,0.5,0.5,0.0,True
stage_b,L18_D100,accuracy,0.5,0.5,0.0,True
stage_b,L18_D100,commitment_validity,0.5714285714285714,0.5714285714285714,0.0,True
stage_b,L18_D100,semantic_evaluability,0.5714285714285714,0.5714285714285714,0.0,True
stage_b,L18_D100,Q,0.7142857142857143,0.7142857142857143,0.0,True
stage_b,L18_D100,null_mean_Q,0.32142857142857145,0.32142857142857145,0.0,True
stage_b,L18_D100,null_max_Q,0.32142857142857145,0.32142857142857145,0.0,True
stage_b,L27_D25,accuracy,0.7857142857142857,0.7857142857142857,0.0,True
stage_b,L27_D25,commitment_validity,1.0,1.0,0.0,True
stage_b,L27_D25,semantic_evaluability,1.0,1.0,0.0,True
stage_b,L27_D25,Q,0.35714285714285715,0.35714285714285715,0.0,True
stage_b,L27_D25,null_mean_Q,0.125,0.125,0.0,True
stage_b,L27_D25,null_max_Q,0.14285714285714285,0.14285714285714285,0.0,True
stage_b,L27_D50,accuracy,0.8214285714285714,0.8214285714285714,0.0,True
stage_b,L27_D50,commitment_validity,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L27_D50,semantic_evaluability,0.9642857142857143,0.9642857142857143,0.0,True
stage_b,L27_D50,Q,0.32142857142857145,0.32142857142857145,0.0,True
stage_b,L27_D50,null_mean_Q,0.3035714285714286,0.3035714285714286,0.0,True
stage_b,L27_D50,null_max_Q,0.35714285714285715,0.35714285714285715,0.0,True
stage_b,L27_D75,accuracy,0.5714285714285714,0.5714285714285714,0.0,True
stage_b,L27_D75,commitment_validity,0.6428571428571429,0.6428571428571429,0.0,True
stage_b,L27_D75,semantic_evaluability,0.6428571428571429,0.6428571428571429,0.0,True
stage_b,L27_D75,Q,0.5,0.5,0.0,True
stage_b,L27_D75,null_mean_Q,0.4285714285714286,0.4285714285714286,0.0,True
stage_b,L27_D75,null_max_Q,0.4642857142857143,0.4642857142857143,0.0,True
stage_b,L27_D100,accuracy,0.0,0.0,0.0,True
stage_b,L27_D100,commitment_validity,0.0,0.0,0.0,True
stage_b,L27_D100,semantic_evaluability,0.0,0.0,0.0,True
stage_b,L27_D100,Q,1.0,1.0,0.0,True
stage_b,L27_D100,null_mean_Q,0.5892857142857143,0.5892857142857143,0.0,True
stage_b,L27_D100,null_max_Q,0.6428571428571429,0.6428571428571429,0.0,True
final_summary,BASELINE,accuracy,0.445,0.445,0.0,True
final_summary,BASELINE,commitment_validity,0.965,0.965,0.0,True
final_summary,BASELINE,semantic_evaluability,0.965,0.965,0.0,True
final_summary,BASELINE,mean_tokens,167.655,167.655,0.0,True
final_summary,BASELINE,median_tokens,11.0,11.0,0.0,True
final_summary,BASELINE,max_tokens,4096.0,4096.0,0.0,True
final_summary,BASELINE,truncation,0.005,0.005,0.0,True
final_summary,BASELINE,no_commitment,0.035,0.035,0.0,True
final_summary,TEXTUAL_CAREFUL,accuracy,0.73,0.73,0.0,True
final_summary,TEXTUAL_CAREFUL,commitment_validity,0.965,0.965,0.0,True
final_summary,TEXTUAL_CAREFUL,semantic_evaluability,0.965,0.965,0.0,True
final_summary,TEXTUAL_CAREFUL,mean_tokens,490.825,490.825,0.0,True
final_summary,TEXTUAL_CAREFUL,median_tokens,324.5,324.5,0.0,True
final_summary,TEXTUAL_CAREFUL,max_tokens,4096.0,4096.0,0.0,True
final_summary,TEXTUAL_CAREFUL,truncation,0.015,0.015,0.0,True
final_summary,TEXTUAL_CAREFUL,no_commitment,0.035,0.035,0.0,True
final_summary,MEANINGFUL_SELECTED,accuracy,0.575,0.575,0.0,True
final_summary,MEANINGFUL_SELECTED,commitment_validity,0.915,0.915,0.0,True
final_summary,MEANINGFUL_SELECTED,semantic_evaluability,0.915,0.915,0.0,True
final_summary,MEANINGFUL_SELECTED,mean_tokens,453.175,453.175,0.0,True
final_summary,MEANINGFUL_SELECTED,median_tokens,247.0,247.0,0.0,True
final_summary,MEANINGFUL_SELECTED,max_tokens,4096.0,4096.0,0.0,True
final_summary,MEANINGFUL_SELECTED,truncation,0.02,0.02,0.0,True
final_summary,MEANINGFUL_SELECTED,no_commitment,0.085,0.085,0.0,True
final_summary,RANDOM_R0,accuracy,0.49,0.49,0.0,True
final_summary,RANDOM_R0,commitment_validity,0.97,0.97,0.0,True
final_summary,RANDOM_R0,semantic_evaluability,0.97,0.97,0.0,True
final_summary,RANDOM_R0,mean_tokens,160.855,160.855,0.0,True
final_summary,RANDOM_R0,median_tokens,11.0,11.0,0.0,True
final_summary,RANDOM_R0,max_tokens,3450.0,3450.0,0.0,True
final_summary,RANDOM_R0,truncation,0.0,0.0,0.0,True
final_summary,RANDOM_R0,no_commitment,0.03,0.03,0.0,True
final_summary,RANDOM_R1,accuracy,0.525,0.525,0.0,True
final_summary,RANDOM_R1,commitment_validity,0.975,0.975,0.0,True
final_summary,RANDOM_R1,semantic_evaluability,0.975,0.975,0.0,True
final_summary,RANDOM_R1,mean_tokens,212.01,212.01,0.0,True
final_summary,RANDOM_R1,median_tokens,13.0,13.0,0.0,True
final_summary,RANDOM_R1,max_tokens,4096.0,4096.0,0.0,True
final_summary,RANDOM_R1,truncation,0.01,0.01,0.0,True
final_summary,RANDOM_R1,no_commitment,0.025,0.025,0.0,True
final_summary,RANDOM_R2,accuracy,0.43,0.43,0.0,True
final_summary,RANDOM_R2,commitment_validity,0.97,0.97,0.0,True
final_summary,RANDOM_R2,semantic_evaluability,0.97,0.97,0.0,True
final_summary,RANDOM_R2,mean_tokens,146.985,146.985,0.0,True
final_summary,RANDOM_R2,median_tokens,11.0,11.0,0.0,True
final_summary,RANDOM_R2,max_tokens,4096.0,4096.0,0.0,True
final_summary,RANDOM_R2,truncation,0.015,0.015,0.0,True
final_summary,RANDOM_R2,no_commitment,0.03,0.03,0.0,True
final_summary,RANDOM_R3,accuracy,0.44,0.44,0.0,True
final_summary,RANDOM_R3,commitment_validity,0.985,0.985,0.0,True
final_summary,RANDOM_R3,semantic_evaluability,0.985,0.985,0.0,True
final_summary,RANDOM_R3,mean_tokens,125.44,125.44,0.0,True
final_summary,RANDOM_R3,median_tokens,11.0,11.0,0.0,True
final_summary,RANDOM_R3,max_tokens,4096.0,4096.0,0.0,True
final_summary,RANDOM_R3,truncation,0.005,0.005,0.0,True
final_summary,RANDOM_R3,no_commitment,0.015,0.015,0.0,True
final_estimand,BASELINE,B00,0.51,0.51,0.0,True
final_estimand,BASELINE,O00,0.49,0.49,0.0,True
final_estimand,BASELINE,baseline_resampling_gain,0.044999999999999984,0.044999999999999984,0.0,True
final_estimand,TEXTUAL_CAREFUL,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,TEXTUAL_CAREFUL,accuracy_condition,0.73,0.73,0.0,True
final_estimand,TEXTUAL_CAREFUL,B00,0.51,0.51,0.0,True
final_estimand,TEXTUAL_CAREFUL,O00,0.49,0.49,0.0,True
final_estimand,TEXTUAL_CAREFUL,B0j,0.2475,0.2475,0.0,True
final_estimand,TEXTUAL_CAREFUL,O0j,0.7525,0.7525,0.0,True
final_estimand,TEXTUAL_CAREFUL,G,0.2625,0.2625,0.0,True
final_estimand,TEXTUAL_CAREFUL,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,TEXTUAL_CAREFUL,U0j,0.14886363636363636,0.14886363636363636,0.0,True
final_estimand,TEXTUAL_CAREFUL,C,0.10560606060606059,0.10560606060606059,0.0,True
final_estimand,TEXTUAL_CAREFUL,D,0.21,0.21,0.0,True
final_estimand,TEXTUAL_CAREFUL,rescue,0.3075,0.3075,0.0,True
final_estimand,TEXTUAL_CAREFUL,damage,0.0225,0.0225,0.0,True
final_estimand,MEANINGFUL_SELECTED,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,MEANINGFUL_SELECTED,accuracy_condition,0.575,0.575,0.0,True
final_estimand,MEANINGFUL_SELECTED,B00,0.51,0.51,0.0,True
final_estimand,MEANINGFUL_SELECTED,O00,0.49,0.49,0.0,True
final_estimand,MEANINGFUL_SELECTED,B0j,0.345,0.345,0.0,True
final_estimand,MEANINGFUL_SELECTED,O0j,0.655,0.655,0.0,True
final_estimand,MEANINGFUL_SELECTED,G,0.16500000000000004,0.16500000000000004,0.0,True
final_estimand,MEANINGFUL_SELECTED,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,MEANINGFUL_SELECTED,U0j,0.23477272727272727,0.23477272727272727,0.0,True
final_estimand,MEANINGFUL_SELECTED,C,0.09401515151515152,0.09401515151515152,0.0,True
final_estimand,MEANINGFUL_SELECTED,D,0.14,0.14,0.0,True
final_estimand,MEANINGFUL_SELECTED,rescue,0.21,0.21,0.0,True
final_estimand,MEANINGFUL_SELECTED,damage,0.08,0.08,0.0,True
final_estimand,RANDOM_R0,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,RANDOM_R0,accuracy_condition,0.49,0.49,0.0,True
final_estimand,RANDOM_R0,B00,0.51,0.51,0.0,True
final_estimand,RANDOM_R0,O00,0.49,0.49,0.0,True
final_estimand,RANDOM_R0,B0j,0.4625,0.4625,0.0,True
final_estimand,RANDOM_R0,O0j,0.5375,0.5375,0.0,True
final_estimand,RANDOM_R0,G,0.04749999999999999,0.04749999999999999,0.0,True
final_estimand,RANDOM_R0,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,RANDOM_R0,U0j,0.28123737373737373,0.28123737373737373,0.0,True
final_estimand,RANDOM_R0,C,0.022979797979797933,0.022979797979797933,0.0,True
final_estimand,RANDOM_R0,D,0.04,0.04,0.0,True
final_estimand,RANDOM_R0,rescue,0.0925,0.0925,0.0,True
final_estimand,RANDOM_R0,damage,0.0475,0.0475,0.0,True
final_estimand,RANDOM_R1,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,RANDOM_R1,accuracy_condition,0.525,0.525,0.0,True
final_estimand,RANDOM_R1,B00,0.51,0.51,0.0,True
final_estimand,RANDOM_R1,O00,0.49,0.49,0.0,True
final_estimand,RANDOM_R1,B0j,0.43,0.43,0.0,True
final_estimand,RANDOM_R1,O0j,0.5700000000000001,0.5700000000000001,0.0,True
final_estimand,RANDOM_R1,G,0.08000000000000002,0.08000000000000002,0.0,True
final_estimand,RANDOM_R1,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,RANDOM_R1,U0j,0.2619444444444444,0.2619444444444444,0.0,True
final_estimand,RANDOM_R1,C,0.036186868686868656,0.036186868686868656,0.0,True
final_estimand,RANDOM_R1,D,0.05,0.05,0.0,True
final_estimand,RANDOM_R1,rescue,0.125,0.125,0.0,True
final_estimand,RANDOM_R1,damage,0.045,0.045,0.0,True
final_estimand,RANDOM_R2,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,RANDOM_R2,accuracy_condition,0.43000000000000005,0.43000000000000005,0.0,True
final_estimand,RANDOM_R2,B00,0.51,0.51,0.0,True
final_estimand,RANDOM_R2,O00,0.49,0.49,0.0,True
final_estimand,RANDOM_R2,B0j,0.5075,0.5075,0.0,True
final_estimand,RANDOM_R2,O0j,0.49250000000000005,0.49250000000000005,0.0,True
final_estimand,RANDOM_R2,G,0.0025000000000000577,0.0025000000000000577,0.0,True
final_estimand,RANDOM_R2,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,RANDOM_R2,U0j,0.31441919191919193,0.31441919191919193,0.0,True
final_estimand,RANDOM_R2,C,0.011161616161616206,0.011161616161616206,0.0,True
final_estimand,RANDOM_R2,D,0.03,0.03,0.0,True
final_estimand,RANDOM_R2,rescue,0.0475,0.0475,0.0,True
final_estimand,RANDOM_R2,damage,0.0625,0.0625,0.0,True
final_estimand,RANDOM_R3,accuracy_baseline,0.44499999999999995,0.44499999999999995,0.0,True
final_estimand,RANDOM_R3,accuracy_condition,0.43999999999999995,0.43999999999999995,0.0,True
final_estimand,RANDOM_R3,B00,0.51,0.51,0.0,True
final_estimand,RANDOM_R3,O00,0.49,0.49,0.0,True
final_estimand,RANDOM_R3,B0j,0.5025,0.5025,0.0,True
final_estimand,RANDOM_R3,O0j,0.49750000000000005,0.49750000000000005,0.0,True
final_estimand,RANDOM_R3,G,0.007500000000000062,0.007500000000000062,0.0,True
final_estimand,RANDOM_R3,U00,0.3057575757575758,0.3057575757575758,0.0,True
final_estimand,RANDOM_R3,U0j,0.30886363636363634,0.30886363636363634,0.0,True
final_estimand,RANDOM_R3,C,0.010606060606060619,0.010606060606060619,0.0,True
final_estimand,RANDOM_R3,D,0.02,0.02,0.0,True
final_estimand,RANDOM_R3,rescue,0.0525,0.0525,0.0,True
final_estimand,RANDOM_R3,damage,0.0575,0.0575,0.0,True
